sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
21,45.44118749,288358.4,1.108719271,1.166946964,134.5606084,17.420866,0.360110002,0,-58708.34565,-2.34991E+14,1.080893711,0,447664.5997,33.42299972,-1.242527673,1.060891734,-3.06597E+13,89606.30176,0,48.60108671,1980,75145.41718,-0.023752098,348.6652235,0.852935559,24987.27964,109560.3977,-8.711371016,316.8882465,0.856408033,2.884537044,100.1790724,44,-3.065119716,1.361950025,-2.925305545,-21286344382,423071.2468,30.00346234,-1280546328,182859.9991,204.9884806,-2412160298,1120098.824,48.80795451,0,19.28787496,461896.3887,-110980399.1,13.10969593,0,-1.06E+16,691771.891,1.589708931,288358.4,327390.5316,22.14809728,0,-30485.28381,14.03718786,72954675.2,-99356.67083,0.023295808,259.6418968,1126.4,11,5.5815E+12,301.9593245,402896.6574,545552.2545,102.0037624,1.038108884,-2224320.662,0.895857888,0,702.2774812,-8.619314088,0,0,0,0,-35.52483318,-112156882.5,0.629590689,-9.91982E+13,0.021243566,-3.1044E+12,1.14241E+11,18022.4,-655958158.8,0,-6.84054E+12,1126.4,453351.3804,-4481144.031,64.04726213,603791.8669,-2.953352691,143931.6555,377.5162989,0,-72255988.69,170.8994481,1.410412148,0.918500628,12.74002971,278.9473762,0
22,60.38601554,288358.4,1.104574902,0.245096325,215.477812,11.99537024,-7.727409017,3.40524E+11,-63751.42517,-3.58586E+14,1.077569379,298.9597136,17446.68143,-20.58850152,-1.682626103,1.092840258,-1.81393E+11,7434.592958,151606.9191,18.40224971,1980,397395.7785,1.983735326,0,0,37056.97802,54364.04924,-6.261022919,277.4626442,1.742321897,1.128442071,7.509426096,44,1.840772047,0.795530759,20.78547996,3.33337E+11,515908.5078,24.23753575,344283635.6,33357.40621,179.2423114,2084884605,-659701.4657,9.351316885,0,15.28133138,488312.4263,358386497.1,2.432401477,2.924426943,7.79574E+15,502294.6147,1.573817102,288358.4,384003.6713,-24.92076271,0,0,-20.57784443,72954675.2,415244.6458,0.138221676,0,1126.4,11,6.01415E+13,145.925716,380352.7368,123668.3336,121.8256034,1.035664304,-4182463.943,3.818896325,1.558826571,538.23167,16.8792655,0,4505.6,-2.397E+15,0.88,31.34816619,-18101538220,0.267591118,-6.33317E+13,0,1.27243E+13,1.23493E+11,18022.4,199067204.3,159934.3261,1.85044E+12,1126.4,330297.9863,2098800.887,0,496825.6103,14.80741159,229747.9539,242.5548856,0,199579832.7,107.4016173,2.580009241,3.070086336,8.884535113,336.0710984,5
23,0,288358.4,1.103247148,0,248.5899392,3.361661367,12.88889579,-62626523958,187678.0066,-1.91658E+15,1.069284208,210.4964123,366932.3856,14.59057147,41.7767949,1.070254009,-1.54617E+13,7014.775153,425664.7757,-10.22552196,1980,0,0,254.7634758,0.374558574,177871.4143,156894.9062,0,0,0.313584772,0,13.41358007,44,-3.526794248,1.953086083,10.10858424,-1.17926E+12,761045.5402,14.9615898,901423829.1,97382.34096,256.9860259,0,1175595.823,28.26821971,-0.557538708,28.55480033,545116.3923,-218798045.6,-13.51421792,0.662627642,5.71425E+14,573374.4293,1.847622976,288358.4,319817.1223,18.64069592,0,-95221.87906,6.187097369,72954675.2,894584.9924,0.077067654,334.1838294,1126.4,0,-2.38963E+13,122.1477571,341011.5855,342711.9887,81.47973062,0.069025988,4268185.316,0,0.463741658,479.6538005,9.473879573,0,4505.6,-8.56497E+15,0.88,0,-878854707.2,0.87509491,2.78514E+14,0,1.39322E+13,-1.19867E+11,18022.4,283115112.8,516845.3576,4.76525E+12,1126.4,154316.5286,-27053204.4,151.6539607,429006.9924,-10.98662788,18643.44098,0,0,-328895802.9,265.5107084,0.646401937,0.490386105,9.230182501,0,2
24,0,288358.4,1.106570878,1.517488163,147.1746847,2.857467079,-18.2446149,2.70552E+11,-547663.5455,-5.57585E+15,0,225.2362827,118676.7993,-6.11263312,4.412514232,1.058309954,1.4981E+13,34710.05202,452930.5742,8.195545277,1980,313202.8161,0.075771077,419.7597453,1.154136424,199124.8693,81138.53453,2.874335868,580.7380895,0.765501918,-10.6506288,94.93294014,44,7.744302999,0.017843967,-11.07025602,-4.7166E+12,271431.4053,24.39305691,-452203381.6,102933.616,146.6951655,1621316328,-2218661.484,9.839810566,0.109556629,4.654535114,594665.6376,101044842.9,0,1.047650323,6.29624E+15,66339.56662,0.104516064,288358.4,499042.8431,39.27266586,0,0,-4.601165656,72954675.2,74096.59293,0.398593716,183.2754763,0,11,1.82948E+13,179.6336756,263735.4984,0,178.7121243,0.10209667,-8452492.315,0,2.298661833,0,-23.13885094,0,4505.6,0,0.88,31.36127393,12558868116,0.591813894,-8.30015E+13,-0.023806061,1.31167E+13,-45033793564,18022.4,146766811.8,274517.209,-1.80188E+12,1126.4,648539.5576,-9296296.763,0,-1098608.337,-3.307581321,223868.0437,233.6792135,0,593092363.4,175.8912481,0,0.223523394,-11.47644609,213.0789914,0
25,70.95860083,288358.4,1.105722518,0.321570196,0,20.18742639,-4.620217108,1.18971E+11,762154.3976,7.13244E+14,1.047606175,300.398383,611503.8663,-27.13012794,8.983893411,0,-4.03807E+13,20288.23478,128072.4851,26.90779867,1980,152587.9313,0.01996074,537.0173596,0.773792807,255318.0435,135647.3148,-3.719451718,295.075691,0.010953667,0,-5.350057761,44,11.42627086,0.695493096,-5.539419547,6.48145E+12,748631.2075,20.62468217,-37134249.53,251871.9253,147.0567532,-2724294028,-396297.1906,35.94986825,-0.684408536,-8.875213944,272305.8238,-99768895.27,-44.53536756,3.00823282,-2.73511E+15,288393.6309,0,288358.4,311307.1755,-13.96140743,0,-122007.3453,-0.770134535,72954675.2,-256931.8172,0.45853037,365.8681241,1126.4,11,2.77469E+12,-52.6384222,0,699214.8043,149.0401531,1.079995491,-2950189.778,0.540631415,3.605829801,496.9576976,-6.697516958,0,4505.6,3.47952E+15,0.88,45.86232914,0,0.451533267,0,0.02497421,0,-15739453776,0,-766474448.4,224680.0347,1.53773E+13,1126.4,221430.5077,-2055151.121,135.0159646,-698326.7289,-15.50694391,68422.45705,211.1650844,0,-276142960.7,209.8630232,0.050988987,0.106289711,6.927436365,239.6043276,0
26,0,288358.4,1.099231039,0.336536813,162.4736813,19.24467569,2.897389293,-1.55946E+11,-251520.6307,-1.25845E+15,1.040385541,280.7126933,610355.0349,4.336391463,3.13192415,0.067406028,-1.59651E+13,51689.97799,437468.2272,57.50692386,1980,233912.8313,0.013210754,453.607879,0.487226564,20490.31433,93960.86278,7.367452897,0,1.091199184,0,-21.50447874,44,-7.198343897,0.509079445,-5.587175201,-6.76257E+12,293495.8565,20.91319124,812759899.5,500826.6306,0,950162824.6,-1623629.011,23.55610777,-0.551853006,5.023424388,0,0,-61.20341283,2.337326439,-2.05786E+15,0,0.628228437,288358.4,252732.7311,-24.07022143,0,69768.96721,7.038444321,72954675.2,-693108.2443,0.307560132,238.7416301,1126.4,11,-1.95988E+13,84.42372189,71559.47398,683194.7077,167.820268,0,-3750191.919,5.490099105,0.582169906,372.8732225,-10.66353037,0,4505.6,-1.87612E+15,0.88,-27.76252895,5610879155,0.576644002,1.63893E+13,0.003384489,8.15243E+11,16146076533,18022.4,621840290.8,0,-1.21779E+13,1126.4,373365.2921,-1966644.563,137.9294868,-107129.3448,-2.099818889,234361.2223,355.1577861,0,-237968574.8,155.1841353,3.373995339,0.273926903,-13.30289581,188.8075888,0
27,80.37499802,288358.4,0,2.444984157,191.490814,6.302527242,48.49121373,2.91185E+11,572223.9682,2.17527E+14,1.074680543,521.6617327,119164.695,-10.31621112,12.10201718,1.064093031,2.11577E+13,0,264827.2274,-18.20370329,1980,68034.42545,-0.07470542,329.8584621,0.510521157,196695.1526,119228.9023,15.88001632,109.6321923,0,2.748895233,51.45344843,44,-1.993021463,3.870045469,17.18546196,-3.65181E+12,702887.2679,22.52057052,935700095.2,511950.5908,190.1191709,3182660946,587887.4915,35.78642673,0.135773728,7.018541344,150830.9587,706726808.6,-0.68189358,0.089610824,2.07934E+15,410502.9509,0.490267784,288358.4,469582.0432,-18.94327625,0,118971.4261,-10.06005401,72954675.2,-295199.0135,0.078964122,365.4710375,1126.4,11,-1.12557E+13,-17.64935264,67858.59029,124407.5779,119.0591046,0,-4814853.241,0.753229316,3.282087413,549.7077886,-7.019215201,0,4505.6,7.70826E+14,0.88,-1.888270379,-491148887.5,0.21331565,1.0678E+13,0.010000352,1.76162E+13,-2.18724E+11,18022.4,310875556.3,536900.8118,-4.73564E+12,1126.4,0,-2964175.128,106.5640592,-820419.3179,-11.47832621,247453.5488,0,0,810668047.9,0,1.153209248,0.023994773,21.58126499,232.215944,0
28,83.48669446,288358.4,0,0.394249471,288.7356325,8.732114119,17.30279313,-2.51524E+11,62115.89056,1.85847E+15,1.079288187,0,0,-0.745798104,-8.976843473,1.054458551,6.93882E+11,89977.94649,134462.5714,66.05273268,1980,425861.6174,-0.009085051,376.5287336,0,211161.8082,119363.2518,2.858820738,188.5960545,0,0.520657576,74.11788897,44,17.0485832,4.171174747,-1.213368498,2.62781E+12,246108.5424,25.05157488,2036620211,453925.7418,189.7376531,-3085588646,-2243006.713,14.89617165,0.579161781,33.84624839,77021.06801,1095248324,52.4965943,0.398641596,3.13305E+15,564864.248,0,0,192412.8131,1.636453762,0,0,-7.764513479,72954675.2,-95076.59972,0.252874368,188.0397387,1126.4,11,-2.79916E+13,38.89776433,208623.055,279605.7716,0,1.070528167,852575.8294,0.640565153,2.740437642,365.4034152,-21.28629185,0,4505.6,-6.9253E+15,0.88,-48.6938555,-46801020023,0.936253382,0,0.030094455,-3.14254E+12,-1.26878E+11,18022.4,-176179027,534899.7413,-1.06055E+13,1126.4,687424.799,-2110181.888,114.5662263,-729097.2977,-10.41068555,205693.6551,354.6577819,0,-12947815.36,134.0351405,0,0.697233587,-8.028825463,116.8511218,0
29,0,288358.4,1.098819181,1.343373578,194.6344576,11.41866699,3.866407439,-82923140027,-819731.9689,-1.39718E+15,0.523504104,235.964763,178366.5113,-17.50188034,4.56838385,0.942098645,1.83237E+13,102729.8979,489565.3883,-35.80364587,1980,0,0.017767925,0,0.117380193,136504.4035,78461.83149,-32.65820376,420.4934738,0.772781297,0,61.49896901,44,-6.946960023,0.343211568,-0.82634243,-1.96858E+12,593810.0696,20.91830105,-687697578.5,517486.9268,173.91979,993543315.9,0,8.494605817,-0.130497967,-40.48398777,479763.4121,371961161.6,-56.58902856,0.072953348,-2.68953E+15,0,0.242752713,288358.4,0,-10.06596985,0,119596.1178,14.13059831,72954675.2,-35821.92599,0.307484045,328.6876958,1126.4,11,4.77095E+13,183.9017582,452445.0322,828334.2735,0,0.05555336,-2352946.924,0.150847566,2.498910479,154.3468704,-14.6126203,0,4505.6,-9.98246E+15,0.88,34.13716358,-20548309763,0.073769093,-2.662E+14,-0.002607483,-1.71291E+12,-34906656824,18022.4,-113429136,530814.4731,-4.65067E+12,1126.4,341532.7478,20978218.67,0,148048.067,25.55963193,235613.9421,215.2458676,0,-650357824.7,206.2551296,0.016870381,0.328922002,5.045995484,91.80998332,1
30,84.66568546,0,0,0.291078457,0,14.04110783,-20.32517637,3.14646E+11,0,9.44473E+14,1.091248406,222.1826664,422314.9794,4.756811239,23.41504089,1.0765354,-3.11441E+13,12603.51285,438288.9095,50.65958339,0,306840.7261,-0.053410912,394.7106365,0.422535534,146905.4218,0,5.356872755,318.7273672,1.589372385,-10.23443827,89.70866586,44,-15.52721249,3.07684911,-2.418366762,7.67495E+12,303092.0097,15.17864562,1815698257,311448.6371,173.5596257,-2272057698,-1773157.258,12.53048483,0.771519528,19.81807697,369156.9628,0,17.23871997,0.075137973,-3.29631E+15,157517.795,2.966139943,288358.4,425203.8667,-14.76735771,0,165454.2817,7.175224217,72954675.2,51309.64349,0.659180904,359.6053982,1126.4,11,1.06867E+13,118.7319355,0,511136.4912,196.4934075,1.02631773,5723219.952,2.812257251,2.097873472,55.46779141,17.99869724,0,0,0,0.88,-61.73044978,59329939490,1.752016898,2.17799E+14,0.017004718,-1.25643E+12,-54918880530,18022.4,257410738.2,421866.4097,4.79215E+12,1126.4,470075.1016,-30720390.26,101.1497144,0,-10.63299484,15793.92845,275.6065402,0,-148083550.6,169.3894434,0.758811705,0.305322024,-9.387065558,378.4500538,0
31,64.38660542,288358.4,1.111124827,0.106689705,267.667318,14.92212947,1.360333605,2.02402E+11,-1170391.409,-1.8323E+14,0,283.599779,384531.781,2.088181413,-13.74257996,0.835731994,-1.54269E+13,18940.67396,148906.2874,4.187741157,1980,139028.1775,0.02815596,472.2474008,1.918319598,18901.24171,0,-0.046652373,315.2779263,0.101655153,-11.38254942,134.7347226,44,-3.007145273,0.024815941,10.80599427,-3.01149E+12,0,15.87029043,-1181841293,190010.5532,170.8683415,3340752482,708399.5191,43.60680707,0,35.30765023,82772.64447,248958568.4,-36.88638753,0.541496154,-3.11695E+15,562221.551,0.062664449,288358.4,175527.978,23.22827293,0,40478.93103,14.62342605,72954675.2,-229827.1075,0.815172437,221.3040164,1126.4,11,1.26749E+13,111.2537754,0,389134.1196,232.8202113,0.071525155,-3612994.67,0,0,333.6634059,14.97992315,0,4505.6,-6.88112E+15,0.88,-23.01098982,62302496836,0.435082064,0,0.013511134,4.95139E+12,1.67198E+11,18022.4,-94555127.61,588512.8749,3.51048E+12,1126.4,651256.3414,12477864.72,156.2532274,-961548.289,14.25669405,127197.0762,344.2342001,0,180509777.8,223.0521984,0.56060174,2.40393888,-2.865721724,179.3837787,2
32,68.15364327,288358.4,1.101524645,1.572057418,282.538463,22.83564936,1.920242422,0,1132779.964,-2.2985E+15,1.083057101,244.6146481,472010.2065,-7.888294653,0.867444759,1.083988994,-3.23745E+13,2317.871731,253586.3389,32.34096482,1980,183826.2027,-0.039414126,150.8190069,0,52371.59747,156270.9664,25.87245707,0,0,-27.63793668,27.27781812,44,-0.589164248,1.269765565,2.198565268,1.19653E+13,286943.958,15.38964122,-2124566201,400438.886,200.5119314,-930353343.4,0,25.43374951,-0.077191009,-9.098471133,284424.0724,0,1.989603011,0.122541548,-5.29555E+15,601060.8529,0.626621636,288358.4,175721.7406,21.91444174,0,-25623.40249,26.2515812,72954675.2,573240.6791,4.440437745,387.9153351,1126.4,11,1.90344E+13,141.2582929,141332.4862,471388.7661,146.6166547,1.017863443,6978005.904,0.48257485,1.366030678,475.4304981,4.740856473,0,4505.6,-1.46E+16,0.88,-3.8953722,-28825543516,0.24774521,-8.00351E+13,0.029790438,1.4953E+13,1.1585E+11,18022.4,76161164.23,494520.4252,4.64102E+12,1126.4,144795.9072,4584138.066,36.12309773,585611.7716,-15.87040309,19550.49733,175.8523526,0,-215385309.6,262.5003134,0.34397772,3.191876247,12.93393806,224.0078553,0
33,58.06690168,288358.4,1.106466682,1.439562737,227.0359981,5.708485575,-5.813710781,-3.84233E+11,-278496.2165,5.78912E+14,1.082278514,275.7137627,286153.2771,9.49290173,22.31630876,0,-2.50768E+13,16234.43792,363451.2503,-42.49260262,1980,0,0.003552891,517.9084932,1.413779802,212856.6481,76901.42666,0,453.7944572,1.240417472,-7.128612456,-46.88869724,44,6.443265968,0.455840596,-0.017150503,3.00393E+13,678949.1365,19.26623552,1609281483,564046.4424,256.6006494,1524174052,-328779.0122,17.6994678,-0.299337912,7.752400517,41738.88965,-381020687.1,4.378999844,0,0,73379.93314,0.361412529,288358.4,0,-12.09836288,0,24923.04603,2.425915095,72954675.2,733001.2066,1.163268246,284.6707892,0,11,-5.62379E+12,59.54186476,174656.9019,402081.2882,0,1.056691221,-8059357.907,2.570869035,1.567245807,357.2230534,-3.831462681,0,4505.6,5.68715E+15,0.88,-1.291495815,20246113950,1.432684265,-6.84827E+12,-0.002026616,-2.64106E+12,1.6994E+11,18022.4,-482074655.3,20227.62696,-8.62777E+12,1126.4,247770.267,-13077831.16,73.83462493,-268925.5275,1.351755402,240909.0642,142.9502475,0,-634192965.7,186.1938348,1.37204033,1.141954127,-3.176123357,248.7768826,3
34,25.12584025,288358.4,0,1.377452288,285.2086466,7.931795712,-4.469499312,-17110351315,-128736.9203,2.22243E+15,0.627131831,0,356172.9204,-17.5835406,2.590978646,1.077545973,-6.48997E+11,0,62289.46533,6.855800067,0,197121.0884,0.022504115,446.4179538,0.050605468,87923.04367,91208.81057,-3.69163317,324.6859215,1.044279542,28.82975211,174.6557137,44,11.0312059,1.295835972,-14.89232767,-8.40846E+12,688195.4504,22.10474358,-140860175.1,524562.509,0,0,884749.1919,30.60130179,0.287098761,5.236503187,27701.82504,-999653609.5,117.6601785,2.708688829,7.31046E+15,500695.1929,0,288358.4,282551.81,-8.971598916,0,-170387.3902,8.330440131,72954675.2,-328757.2372,0.251277859,247.0373265,0,11,-1.1803E+13,18.19641549,427077.2481,771363.9805,138.8652673,1.051383893,-7595923.061,0,0.945469333,544.9209255,-19.2500374,0,4505.6,3.79517E+15,0.88,0,-21721212799,0.213287104,1.22285E+14,-0.010247821,0,79698108255,18022.4,403385623.8,123724.3412,3.07338E+12,0,0,36877627.11,129.005234,0,-5.357248156,243987.7017,254.1485499,0,-344131732.4,183.7403774,0.074321111,3.362997425,-14.64499512,315.934497,4
35,74.40025259,288358.4,0,0.211263021,172.2486103,0.510173445,12.28503129,71494283799,0,4.61086E+15,1.074011179,0,216054.6308,-28.67726912,10.8384067,1.055144686,-1.08928E+12,32609.26695,174948.5645,32.61115217,1980,429450.2371,-0.025764622,388.5191237,0.229459058,46568.07187,29268.02327,25.94132364,389.4072483,0.376760421,8.772625997,22.79320456,44,19.46413643,0.308818911,3.581273605,6.49205E+12,0,11.53008505,575846968.2,0,138.0849226,1393419654,416212.8962,15.41429369,-0.940118623,34.04315584,15074.89111,-285338702.5,0,0.740773737,0,523579.8568,0.816571002,288358.4,165496.9791,19.97050109,0,72240.78543,6.191229571,72954675.2,446382.2818,3.98812175,363.5391188,1126.4,11,-2.15339E+13,212.5119042,66478.03662,472468.3511,163.3703297,0,7117847.935,0.043931108,3.023169386,502.3383308,-17.83650276,0,0,-1.15E+16,0.88,-53.9752704,9626353360,1.147743251,9.51294E+13,0.009270322,-6.24589E+12,20195031505,18022.4,88082412.66,422096.2529,1.27307E+13,1126.4,162291.1132,14188074.75,108.9810988,476522.3003,-17.9622781,189165.4302,139.447601,0,-356865194.2,191.2277237,1.920478641,0.67217834,13.51113095,216.6911137,0
36,55.61802894,288358.4,1.107740955,0.254831676,227.349399,2.843253705,11.60961446,-6.94975E+11,-349267.213,9.58246E+14,0.640596478,198.527419,29646.71567,19.47651904,-19.95016377,0,-1.23527E+13,94589.16358,0,-19.14563025,1980,133955.3112,0.026434285,496.7514659,0.466261788,15402.06403,150914.7217,-4.515561488,384.689709,0.134934444,11.86691985,136.4942437,44,31.20432749,0.192851909,14.50803512,4.47615E+12,668932.8455,15.90591242,-411540873.6,0,209.4213788,0,129025.1047,32.36514803,0.048463945,11.63170424,460721.7131,9373440.713,113.0578353,1.409203466,-7.94835E+13,84612.54547,0.287518262,288358.4,299856.9128,18.26027397,0,-47155.1509,-17.79194136,72954675.2,-31913.78177,1.036801798,393.4719069,0,11,7.10164E+12,57.23847474,337665.7594,590043.3869,148.9535544,1.083196822,-1076638.108,0.116649481,3.497539814,477.479808,18.08069739,0,4505.6,8.10055E+15,0.88,-86.68325822,-15072288768,0,1.51458E+13,0.002234904,-1.22378E+13,1.24922E+11,18022.4,589952482.7,680236.4931,-2.53656E+13,1126.4,309383.3159,-27866406.43,132.4986682,-857212.3984,4.420315766,78924.51575,132.6573919,0,582312718.4,129.7798329,0.889246611,1.9285272,32.35624406,171.2341911,4
37,0,288358.4,1.100492483,0.269200425,256.9965243,9.107128244,-4.416534229,-8.63146E+11,1055934.985,-5.55494E+14,1.084387425,307.3819413,56374.16071,4.565120073,-0.73207574,0.065343001,2.38027E+13,69423.80457,234788.7704,24.9405123,1980,16051.15665,0.038001666,300.4350254,0.084407434,206631.1833,153208.6645,3.824994439,0,0.168916225,12.24257139,102.1183281,44,-4.852694977,0.658207845,1.787438894,1.15664E+13,367878.6724,28.22153319,-153755228.8,500324.5902,160.7871954,4183638140,63648.66249,22.73055427,-0.301221384,-14.49844824,171334.5057,14752686.1,0.415750467,0.533611861,-7.60912E+15,478316.1729,0.951753954,288358.4,155532.1883,-19.61347988,0,-20484.68788,26.99006343,72954675.2,-200699.1446,2.063436371,251.5754611,1126.4,11,2.73432E+13,204.1480733,285533.7474,501010.4364,96.35163928,0,-4497856.76,0.264574483,3.865841773,246.7993117,-8.29704714,0,4505.6,-8.05348E+15,0,122.6070522,3191463873,0.822422912,4.76481E+13,0.021717456,-9.16319E+12,2.30061E+11,18022.4,401662533.4,186517.3977,1.17548E+13,1126.4,1308.644442,6797527.171,108.9404102,1370461.025,6.608015953,27655.41785,270.3555022,0,700716414.9,130.0201704,1.227632585,1.147979118,-1.697517503,174.463614,0
38,54.13177439,288358.4,1.100250346,0.273574382,0,21.71578827,4.76016664,6.33445E+11,850827.8969,4.02072E+14,1.048694173,371.5382712,245065.4725,-1.570209742,-12.19249645,0.074465944,4.53932E+13,30340.98545,130002.5451,32.24562007,1980,200780.1978,0.050740402,239.8953746,0.988768109,235998.9461,65827.59935,11.13236016,251.2870726,0.267498099,-0.698642351,-21.60269052,44,-17.90754484,0,-30.95194205,5.44693E+11,4333.11031,17.45633898,903171991,587202.3779,205.6379857,-2401361799,189003.2334,12.99924788,0.216839207,31.15556161,0,-16697356.64,-0.130188023,0.687380613,4.68459E+15,452041.9179,3.71784803,0,47618.6242,0.986156815,0,-78489.19527,15.26386613,72954675.2,145883.6917,3.362892215,331.1014556,0,11,-2.86318E+13,-58.09729782,249326.9333,369620.3087,89.83727734,1.076237819,1892453.374,0.884840121,0.12509208,234.7118175,4.706319969,0,4505.6,4.00986E+15,0.88,-36.96820051,39178306926,0.07457516,-7.80575E+13,-0.016363862,-2.16716E+12,16738208663,18022.4,344293719.3,38895.0495,-6.47624E+12,1126.4,752934.474,12347608.84,46.47533622,-78272.49093,-32.67014491,29888.21987,378.4468769,0,-212317308.1,151.4813009,0.607122962,0,9.293562714,73.13357622,0
